idiom,lang,meaning,noun_translation
のるかそるか,jp,,[]
暖簾に腕押し,jp,,"['arm', 'push']"
暖簾に傷がつく,jp,,"['goodwill', 'scratch']"
暖簾を下ろす,jp,,['goodwill']
暖簾を分ける,jp,,['Goodwill']
肺肝を砕く,jp,,['lung liver']
敗軍の将は兵を語らず,jp,,"['defeat', 'General', 'soldiers']"
背水の陣,jp,,"['backwater', 'team']"
吐いた唾は呑めぬ,jp,,['saliva']
吐いた唾を呑む,jp,,['saliva']
杯中の蛇影,jp,,"['during the cup', 'snake shadow']"
はいに科なし,jp,,"['yes', 'no department']"
灰吹きから蛇が出る,jp,,"['blowing ash', 'snake']"
肺腑を抉る,jp,,['pulmonary tract']
這えば立て、立てば歩めの親心,jp,,"['walk', 'affection']"
破瓜,jp,,"['broken', 'gourd']"
破瓜の年,jp,,"['Demelted melon', 'Year']"
測り難きは人心,jp,,"['hard to measure', 'human heart']"
謀は密なるを貴ぶ,jp,,"['conspiracy', 'noble', 'bu']"
謀は密なるを良しとす,jp,,['conspiracy']
籌を帷幄に運らし、勝ちを千里の外に決す,jp,,"['win', 'outside']"
歯が立たない,jp,,['teeth']
掃き溜めと金持ちは溜まるほど汚い,jp,,['Rich man']
掃き溜めに鶴,jp,,"['dump', 'crane']"
破鏡再び照らさず,jp,,[]
歯切れがいい,jp,,['Crisp']
伯牙、琴を破る,jp,,['Koto']
箔が付く,jp,,['foil']
白眼視,jp,,"['Byakugan', 'vision']"
白玉楼中の人となる,jp,,"['tower', 'During ~', 'Man']"
白紙で臨む,jp,,['blank paper']
拍車をかける,jp,,['spur']
白寿,jp,,['Hakuju']
白刃踏むべし,jp,,"['white blade', 'you should step']"
伯仲の間,jp,,"['Hakuchu', 'while']"
白髪三千丈,jp,,"['gray hair', 'height']"
白馬馬に非ず,jp,,"['Horse', 'non']"
白馬は馬に非ず,jp,,"['Horse', 'non']"
薄氷を履むが如し,jp,,['thin ice']
白眉,jp,,['white eyebrows']
白璧の微瑕,jp,,"['white perfection', 'fine', 'defect']"
白面の書生,jp,,['student']
伯楽,jp,,['Hakuraku']
伯楽の一顧,jp,,['one look']
箱根からこっちに野暮と化け物はなし,jp,,"['unfashionable', 'monster', 'none']"
箱根知らずの江戸話,jp,,['Talk']
歯応えがある,jp,,['texture']
梯子を外される,jp,,['ladder']
箸で含める,jp,,['chopstick']
箸に当たり棒に当たる,jp,,"['chopstick', 'rod']"
箸にも棒にも掛からない,jp,,"['chopstick', 'rod']"
箸の転んだもおかしい,jp,,['chopstick']
箸より重い物を持ったことがない,jp,,"['chopstick', 'object', 'thing']"
走り馬にも鞭,jp,,"['Horse', 'whip']"
走れば躓く,jp,,[]
恥と頭は搔き次第,jp,,"['shame', 'Head', 'Next', 'No.']"
恥の上塗り,jp,,"['shame', 'overcoat']"
恥は家の病,jp,,"['shame', 'House', 'disease']"
始まらない,jp,,[]
始めあるものは必ず終わりあり,jp,,['thing']
始めが大事,jp,,['start']
始めちょろちょろ、中ぱっぱ、赤子泣くとも蓋取るな,jp,,"['Choro', 'Choro', 'Middle Pappa', 'baby']"
始めの勝ちは糞勝ち,jp,,"['start', 'win', 'Shit win', 'blood']"
始めの囁き後のどよみ,jp,,"['start', 'whisper', 'rear', 'roar']"
始めは処女の如く後は脱兎の如し,jp,,"['start', 'virgin', 'Like', 'rear', 'Like']"
始め半分,jp,,['half']
始めよければ終りよし,jp,,['good end']
始めを言わねば末が聞こえぬ,jp,,"['start', 'end']"
恥を言わねば理が聞こえぬ,jp,,['shame']
恥を知らねば恥搔かず,jp,,['shame']
恥を雪ぐ,jp,,['shame']
恥を雪ぐ,jp,,['shame']
弾みを食う,jp,,['momentum']
旗色が悪い,jp,,['flag color']
畑水練,jp,,"['field', 'Mizuneri']"
畑に蛤,jp,,"['field', 'clam']"
旗印にする,jp,,['banner']
二十過ぎての意見と彼岸過ぎての肥はきかぬ,jp,,"['opinion', 'equinoctial week', 'manure']"
働かざる者食うべからず,jp,,"['person', 'food', 'Ube']"
旗を揚げる,jp,,['flag']
旗を掲げる,jp,,['flag']
旗を巻く,jp,,['flag']
肌に粟を生ず,jp,,"['skin', 'millet', 'Raw']"
裸一貫,jp,,"['naked', 'pierce']"
裸馬の捨て鞭,jp,,"['dispose of', 'whip']"
裸で道中はならぬ,jp,,"['naked', 'on the way']"
裸で物を落とした例なし,jp,,"['naked', 'object', 'example', 'none']"
裸百貫,jp,,['pierce']
肌が合う,jp,,['skin']
肌で感じる,jp,,['skin']
肌身離さず,jp,,"['skin', 'separation']"
肌を許す,jp,,['skin']
破竹の勢い,jp,,"['broken bamboo', 'Momentum']"
八細工、七貧乏,jp,,"['Workmanship', 'seven poverty', 'scarcity']"
八十の手習い,jp,,['handiwork']
八十八夜の別れ霜,jp,,"['Night', 'farewell', 'frost']"
八の字を寄せる,jp,,['character']
蜂の巣をつついたよう,jp,,['nest']
八分されてもまだ二分残る,jp,,['minute']
八分は足らず十分は零れる,jp,,['80%']
白駒の隙を過ぐるが如し,jp,,['Gap']
白虹日を貫く,jp,,"['white rainbow', 'Day']"
八歳の翁、百歳の童,jp,,"['old man', 'child']"
這っても黒豆,jp,,['Black bean']
八方塞がり,jp,,"['Happo', 'blockage']"
八方破れ,jp,,[]
初物七十五日,jp,,"['first crop', 'Day']"
破天荒,jp,,['rough']
鳩が豆鉄砲を食ったよう,jp,,"['pigeon', 'beans', 'gun']"
鳩に三枝の礼あり、烏に反哺の孝あり,jp,,"['pigeon', 'thank you', 'crow', 'There is filial piety']"
鳩を憎み豆を作らぬ,jp,,"['pigeon', 'beans']"
鼻息が荒い,jp,,['snort']
鼻息を窺う,jp,,['snort']
花一時、人一盛り,jp,,"['flower', 'Time', 'one person', 'portion']"
花多ければ実少なし,jp,,"['actual amount', 'none']"
端から和尚はない,jp,,"['end', 'priest']"
鼻が胡坐をかく,jp,,"['nose', 'sitting cross-legged']"
鼻が利く,jp,,['nose']
鼻が高い,jp,,['nose']
鼻が曲がる,jp,,['nose']
鼻糞が目糞を笑う,jp,,['eye dung']
鼻糞丸めて万金丹,jp,,"['nose', 'million money', 'Dan']"
鼻薬を嗅がせる,jp,,['nasal medicine']
鼻毛を数える,jp,,['nose hair']
鼻毛を抜く,jp,,['nose hair']
鼻毛を伸ばす,jp,,['nose hair']
鼻毛を読まれる,jp,,['nose hair']
鼻毛を読む,jp,,['nose hair']
鼻声を出す,jp,,['nasal voice']
話が合う,jp,,['Talk']
話が違う,jp,,['Talk']
話が弾む,jp,,['Talk']
話が早い,jp,,['Talk']
話が分かる,jp,,['Talk']
話上手の聞き下手,jp,,"['Talk', 'bad listener']"
話上手は聞き上手,jp,,"['Talk', 'good', 'listen', 'good']"
話にならない,jp,,['Talk']
話に乗る,jp,,['Talk']
話に花が咲く,jp,,"['Talk', 'flower']"
話の腰を折る,jp,,"['Talk', 'waist']"
話は下で果てる,jp,,"['Talk', 'under']"
話半分,jp,,"['half talk', 'minutes']"
話を詰める,jp,,['Talk']
鼻筋が通る,jp,,['bridge of the nose']
鼻血も出ない,jp,,['nosebleed']
鼻っ柱が強い,jp,,['pillar']
花七日,jp,,"['flower', 'Day']"
花に嵐,jp,,"['flower', 'storm']"
鼻に反りを打つ,jp,,"['nose', 'warp']"
鼻に付く,jp,,['nose']
花盗人は風流のうち,jp,,"['Man', 'Furyu', 'home']"
鼻の下が長い,jp,,"['nose', 'under']"
花の下より鼻の下,jp,,"['under', 'nose', 'under']"
鼻の下を長くする,jp,,"['nose', 'under']"
花の下の半日の客、月の前の一夜の友,jp,,"['flower', 'under', 'half a day', 'guest', 'Moon', 'Previous', 'overnight', 'friend']"
花は折りたし梢は高し,jp,,"['flower', 'Treetops']"
花は桜木、人は武士,jp,,"['flower', 'Man', 'samurai']"
花は根に鳥は古巣に,jp,,"['flower', 'root', 'bird', 'old nest']"
花道を飾る,jp,,['flower arrangement']
花も折らず実も取らず,jp,,['flower']
花も実もある,jp,,['flower']
花より団子,jp,,"['flower', 'dumpling']"
鼻を明かす,jp,,['nose']
鼻を折る,jp,,['nose']
花を咲かせる,jp,,['flower']
花を添える,jp,,['flower']
鼻を高くする,jp,,['nose']
鼻を鳴らす,jp,,['nose']
花を持たせる,jp,,['flower']
歯に衣着せぬ,jp,,"['teeth', 'dress up']"
羽を伸ばす,jp,,['wing']
歯の抜けたよう,jp,,['teeth']
歯の根が合わない,jp,,"['teeth', 'root']"
母在りて一子寒く、母去りて三子寒し,jp,,"['mother', 'child', 'mother', 'Three children', 'Cold']"
幅を利かせる,jp,,['width']
幅を持たせる,jp,,['width']
歯亡びて舌存す,jp,,[]
浜の真砂,jp,,"['beach', 'true', 'sand']"
羽目を外す,jp,,['stumbling block']
早いのが一の芸,jp,,['art']
早い話が,jp,,['Talk']
早い者勝ち,jp,,"['person', 'win']"
早い者に上手なし,jp,,"['person', 'good', 'none']"
早牛も淀、遅牛も淀,jp,,[]
早起き三両、倹約五両,jp,,"['get up early', 'Both', 'frugality', 'Both']"
早起きは三文の徳,jp,,"['get up early', 'three sentences', 'Virtue']"
早かろう悪かろう,jp,,[]
早合点の早忘れ,jp,,"['quick meeting', 'point']"
早く咲かば早く散る,jp,,[]
早くて悪し大事なし、遅くて悪し猶悪し,jp,,"['Big', 'nothing', 'grace']"
早寝早起き、病知らず,jp,,"['early to bed', 'get up early', 'and others']"
早飯も芸の中,jp,,"['breakfast', 'art', 'During ~']"
はやり目なら病み目でもいい,jp,,"['fashion', 'eye', 'eye']"
はやり物は廃り物,jp,,"['fashion', 'object', 'obsolete', 'object']"
はやる芝居は外題から,jp,,"['play', 'external subject']"
腹が大きい,jp,,['stomach']
腹が黒い,jp,,['stomach']
腹が据わる,jp,,['stomach']
腹が立つ,jp,,['stomach']
腹が立つなら親を思い出せ,jp,,"['stomach', 'parent']"
腹が減っては戦ができぬ,jp,,"['stomach', 'battle']"
腹黒い,jp,,['wicked']
腹拵えをする,jp,,['belly']
腹立てるより義理立てよ,jp,,"['in-law', 'stand up']"
腹鼓を打つ,jp,,['stomach drum']
腹に一物,jp,,"['stomach', 'one thing']"
腹に納める,jp,,['stomach']
腹に据えかねる,jp,,['stomach']
腹の皮が張れば目の皮がたるむ,jp,,"['stomach', 'leather', 'eye', 'leather']"
腹の立つ事は明日言え,jp,,"['stomach', 'case']"
腹の立つように家蔵建たぬ,jp,,"['stomach', 'family storehouse']"
腹は借り物,jp,,"['stomach', 'borrowed thing']"
腹は立て損、喧嘩は仕損,jp,,"['stomach', 'loss', 'fight', 'spoiled']"
腹八分に医者要らず,jp,,"['belly eight', 'minutes', 'doctor']"
腹八分目に医者要らず,jp,,"['minute', 'doctor']"
腹も身のうち,jp,,"['stomach', 'Body', 'of']"
腸が腐る,jp,,['intestine']
腸が見え透く,jp,,['intestine']
腹を痛める,jp,,['stomach']
腹を抱える,jp,,['stomach']
腹を拵える,jp,,['stomach']
腹を肥やす,jp,,['stomach']
腹を探る,jp,,['stomach']
腹を据える,jp,,['stomach']
腹を立てる,jp,,['stomach']
腹を見抜く,jp,,['stomach']
腹を読む,jp,,['stomach']
腹を割る,jp,,['stomach']
張子の虎,jp,,"['paper mache', 'tiger']"
針で掘って鍬で埋める,jp,,"['needle', 'hoe']"
針の穴から天を覗く,jp,,"['needle', 'hole', 'Heaven']"
針の筵,jp,,['Needle&#39;s']
針は呑まれず,jp,,['needle']
針ほどのことを棒ほどに言う,jp,,"['needle', 'thing', 'rod']"
針を含む,jp,,['needle']
春の晩飯後三里,jp,,"['spring', 'dinner', 'rear', 'village']"
春の雪とおばの杖は怖くない,jp,,"['spring', 'snow', 'Aunt&#39;s', 'cane']"
春は蛙が目を借りる,jp,,"['spring', 'frog', 'eye']"
腫れ物に触るよう,jp,,"['swelling', 'object']"
覇を争う,jp,,['hegemony']
葉を欠いて根を断つ,jp,,"['leaf', 'root']"
反旗を翻す,jp,,['rebellion']
判子で押したよう,jp,,['seal']
犯罪の陰に女あり,jp,,"['crime', 'shadow', 'woman', 'can be']"
半畳を入れる,jp,,['heckling']
判で押したよう,jp,,['Judgment']
反哺の孝,jp,,['filial piety']
半面の識,jp,,"['half', 'consciousness']"
範を仰ぐ,jp,,['Norm']
範を垂れる,jp,,['Norm']
日、西山に薄る,jp,,['Day']
贔屓の引き倒し,jp,,"['favorite', 'pulling down']"
贔屓目に見る,jp,,"['favorite', 'eye']"
火打ち石据え石にならず,jp,,"['stone setting', 'stone']"
日陰の梨,jp,,"['shade', 'pear']"
日陰の豆も時が来ればはぜる,jp,,"['shade', 'beans', 'Time', 'Zeru']"
日方と手間取りは日のうち,jp,,"['Hijikata', 'time', 'take', 'Day', 'home']"
光を和らげ塵に同ず,jp,,"['light', 'dust', 'same']"
光るほど鳴らぬ,jp,,[]
引かれ者の小唄,jp,,"['person', 'small', 'song']"
日が浅い,jp,,['Day']
日が当たらない,jp,,['Day']
火が消えたよう,jp,,['fire']
非学者、論に負けず,jp,,"['non', 'scholar', 'theory']"
東に近ければ西に遠い,jp,,"['east', 'West']"
東は東、西は西,jp,,"['east', 'east', 'West', 'West']"
干潟の鰯,jp,,"['tidal flat', 'sardine']"
日が西から出る,jp,,"['Day', 'West']"
彼岸過ぎての麦の肥、三十過ぎての男に意見,jp,,"['equinoctial week', 'wheat', 'manure', 'Man', 'opinion']"
引き合いに出す,jp,,['inquiry']
引き金になる,jp,,['trigger']
蟇の息さえ天に昇る,jp,,"['Toad&#39;s', 'breath', 'Heaven']"
引きも切らず,jp,,['pull']
飛脚に三里の灸,jp,,"['Courier', 'Moxibustion']"
低き所に水溜まる,jp,,['low place']
引くに引けない,jp,,[]
日暮れて途遠し,jp,,['a long way']
引けを取る,jp,,['closing']
卑下も自慢のうち,jp,,"['bragging', 'home']"
庇を貸して母屋を取られる,jp,,"['eaves', 'Main house']"
膝が抜ける,jp,,['knees']
膝が笑う,jp,,['knees']
膝っ子に目薬,jp,,"['eye', 'medicine']"
膝とも談合,jp,,"['knees', 'collusion']"
膝を打つ,jp,,['knees']
膝を折る,jp,,['knees']
膝を崩す,jp,,['knees']
膝を屈する,jp,,['knees']
膝を進める,jp,,['knees']
膝を正す,jp,,['knees']
膝を乗り出す,jp,,['knees']
膝を交える,jp,,['knees']
肘鉄砲を食う,jp,,['cannon']
秘事は睫,jp,,['eyelashes']
ひそかに諌めて公に褒めよ,jp,,"['secretly', 'public']"
顰みに倣う,jp,,['frown']
顰に倣う,jp,,['face']
額に汗する,jp,,['amount']
額に皺を寄せる,jp,,"['amount', 'wrinkle']"
額に八の字を寄せる,jp,,"['amount', 'character']"
額を集める,jp,,['amount']
左団扇,jp,,"['left wing', 'fan']"
左褄を取る,jp,,['Left sleeve']
左は勝手、右は得手,jp,,"['left', 'selfish', 'right', 'Specialty']"
左鮃右鰈,jp,,"['Left-handed fish', 'right', 'flounder']"
左前,jp,,"['left', 'Previous']"
ひだるい時にまずい物なし,jp,,"['Time', 'object', 'none']"
引っ越し三両,jp,,"['move', 'Both']"
引っ越し貧乏,jp,,"['move', 'Poverty']"
ひっちゃかめっちゃか,jp,,"['hi', 'Chaka']"
匹夫罪なし璧を懐いて罪あり,jp,,"['horse', 'husband sin', 'perfect', 'sin', 'can be']"
匹夫の勇,jp,,"['rustic', 'courage']"
匹夫も志を奪うべからず,jp,,"['rustic', 'will']"
羊をして狼に将たらしむ,jp,,"['sheep', 'wolf']"
羊を以て牛に易う,jp,,"['sheep', 'Cow']"
筆舌に尽くし難い,jp,,[]
必要の前に法律なし,jp,,"['requirement', 'Previous', 'law']"
必要は発明の母,jp,,"['requirement', 'mother']"
旱に雨,jp,,"['drought', 'rain']"
人、木石に非ず,jp,,"['Man', 'wood stone', 'non']"
人当たりがいい,jp,,['personnel']
人ある中に人なし,jp,,"['there are people', 'During ~', 'Man', 'none']"
一泡吹かせる,jp,,[]
一息入れる,jp,,[]
人一寸,jp,,"['one person', 'dimension']"
人衆ければ則ち狼を食らう,jp,,"['people', 'Ordinary wolf']"
人衆ければ天に勝つ,jp,,"['people', 'Heaven']"
人が変わる,jp,,['Man']
人が悪い,jp,,['Man']
人聞きが悪い,jp,,['reputation']
人食い馬にも合い口,jp,,"['cannibalism', 'Horse', 'meeting', 'mouth']"
人屑と縄屑は余らぬ,jp,,"['human waste', 'Rope waste', 'the rest']"
一癖も二癖もある,jp,,"['habit', 'habit']"
一口に言う,jp,,['bite']
一口乗る,jp,,['bite']
一口物に頬焼く,jp,,"['bite', 'object']"
人肥えたるが故に貴からず,jp,,"['fat man', 'late', 'noble']"
人こそ人の鏡,jp,,"['Man', 'Man', 'mirror']"
一言多い,jp,,['One word']
人事言えば影が差す,jp,,"['human resources', 'Shadow']"
人事言わば筵敷け,jp,,"['human resources', 'straw mat', 'Lay']"
人盛んにして神祟らず,jp,,"['Man', 'God']"
人酒を飲む、酒酒を飲む、酒人を飲む,jp,,"['human drink', 'liquor', 'drinker']"
一芝居打つ,jp,,"['Isshiba', 'hit']"
一筋縄では行かない,jp,,[]
一筋の矢は折るべし十筋の矢は折り難し,jp,,"['logic', 'arrow', 'should be folded', 'logic', 'arrow', 'Difficult to fold']"
一つ穴の貉,jp,,"['one', 'hole', 'cat']"
一つ余って大津へ戻る,jp,,['one']
一つ鏡に二つ顔,jp,,"['one', 'mirror', 'one', 'face']"
一つ釜の飯を食う,jp,,"['one', 'cauldron', 'food']"
一つ事は同じ事,jp,,"['one', 'case', 'case']"
一粒の麦,jp,,"['grain', 'wheat']"
一つ間違えば,jp,,['one']
一つ屋根の下に住む,jp,,"['one', 'roof', 'under']"
一つよければまた二つ,jp,,"['one', 'one']"
人と入れ物は有り合わせ,jp,,"['Man', 'object', 'contingency']"
一時違えば三里の遅れ,jp,,"['Sanri', 'delay']"
人と煙草の良し悪しは煙になって後の世に出る,jp,,"['Man', 'tobacco', 'bad', 'smoke', 'rear', 'world']"
人と屏風は直ぐには立たぬ,jp,,"['Man', 'folding screen']"
人通りに草生えず,jp,,['pedestrian traffic']
人に勝たんと欲する者は必ず先ず自ら勝つ,jp,,"['Man', 'person', 'Destination', 'oneself', 'win', 'one']"
人に七癖、我が身に八癖,jp,,"['Man', 'habit', 'body', 'eight habits']"
人には飽かぬが病に飽く,jp,,"['Man', 'disease']"
人には添うてみよ馬には乗ってみよ,jp,,['Man']
人に一癖,jp,,"['Man', 'habit']"
人に施しては慎みて念うこと勿れ,jp,,"['Man', 'thing']"
人の過ち我が幸せ,jp,,"['Man', 'I made a mistake', 'happy']"
人の意見は四十まで,jp,,"['Man', 'opinion']"
人の痛いのは三年でも辛抱する,jp,,"['Man', 'Year', 'patience']"
人の一生は重荷を負うて遠き道を行くが如し,jp,,"['Man', 'lifetime', 'burden', 'road']"
人の一寸、我が一尺,jp,,"['Man', 'one inch', 'I', 'shaku']"
人の初事は咎めぬもの,jp,,"['Man', 'first thing']"
人の噓は我が嘘,jp,,"['Man', 'lie', 'Lie']"
人の生まるるや憂いと倶に生まる,jp,,"['Man', 'sorrow', 'Ku']"
人の噂は倍になる,jp,,"['Man', 'rumor', 'times']"
人の噂も七十五日,jp,,"['Man', 'rumor', 'Day']"
人の踊る時は踊れ,jp,,"['Man', 'Time', 'dance']"
人の口に戸は立てられぬ,jp,,"['Man', 'mouth', 'door']"
人の苦楽は壁一重,jp,,"['Man', 'pain and pleasure', 'one wall', 'Heavy']"
人の心は面の如し,jp,,"['Man', 'heart', 'surface', 'Like']"
人の心は九分十分,jp,,"['Man', 'heart', 'minute']"
人の事は我の事,jp,,"['Man', 'case', 'case']"
人の事より我が事,jp,,"['Man', 'case', 'case']"
人の子の死んだより我が子の転けた,jp,,"['Man', 'Child', 'my son']"
人の牛蒡で法事する,jp,,"['Man', 'memorial service']"
人の七難より我が十難,jp,,"['Man', 'seven troubles', 'I', 'ten difficulties']"
